flight_id,flight_number,callsign,airline,airline_iata,airline_icao,aircraft_model,aircraft_code,registration,status,status_category,scheduled,estimated,origin_airport,origin_iata,origin_icao,origin_city,origin_country,destination_airport,destination_iata,flight_type,data_airport,data_timestamp,baggage_claim,terminal,gate,destination_icao,destination_city,destination_country
,AT544,,Royal Air Maroc,AT,RAM,,73H,,Scheduled,scheduled,1756273200,,Ouagadougou Airport,OUA,DFFD,Ouagadougou,Burkina Faso,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.277981,,2,,,,
,AT578,,Royal Air Maroc,AT,RAM,,73H,,Scheduled,scheduled,1756273800,,Banjul International Airport,BJL,GBYD,Banjul,Gambia,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.278000,,2,,,,
,AT402,,Royal Air Maroc,AT,RAM,,AT7,,Scheduled,scheduled,1756274100,,Marrakesh Menara Airport,RAK,GMMX,Marrakesh,Morocco,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.278020,,2,,,,
,AT526,,Royal Air Maroc,AT,RAM,,73H,,Scheduled,scheduled,1756274400,,Conakry International Airport,CKY,GUCY,Conakry,Guinea,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.278040,,2,,,,
,AT546,,Royal Air Maroc,AT,RAM,,73H,,Scheduled,scheduled,1756274400,,Niamey Diori Hamani International Airport,NIM,DRRN,Niamey,Niger,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.278060,,2,,,,
,AC72,ACA72,Air Canada,AC,ACA,Airbus A330-343,A333,C-GKUG,Scheduled,scheduled,1756275300,,Montreal Pierre Elliott Trudeau Airport,YUL,CYUL,Montreal,Canada,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.278080,,2,,,,
,EY757,,Etihad Airways,EY,ETD,Boeing 787-9 Dreamliner,B789,A6-BLM,Scheduled,scheduled,1756275900,,Abu Dhabi Zayed International Airport,AUH,OMAA,Abu Dhabi,United Arab Emirates,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.278101,,2,,,,
,AT217,,Royal Air Maroc,AT,RAM,,789,,Scheduled,scheduled,1756276200,,Doha Hamad International Airport,DOH,OTHH,Doha,Qatar,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.278132,,2,,,,
,AT1401,,Royal Air Maroc,AT,RAM,,73H,,Scheduled,scheduled,1756279500,,Oujda Angads Airport,OUD,GMFO,Oujda,Morocco,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.278152,,2,,,,
,AT1447,,Royal Air Maroc,AT,RAM,,E90,,Scheduled,scheduled,1756279800,,Errachidia Moulay Ali Cherif Airport,ERH,GMFK,Errachidia,Morocco,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.278172,,2,,,,
,WT153,,Swiftair,WT,SWT,,AT4,,Scheduled,scheduled,1756280400,,Madrid Barajas Airport,MAD,LEMD,Madrid,Spain,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.278196,,,,,,
,AT201,RAM201,Royal Air Maroc,AT,RAM,,B789,,Scheduled,scheduled,1756281000,,New York John F. Kennedy International Airport,JFK,KJFK,New York,United States,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.278216,,2,,,,
,3V4437,,ASL Airlines Belgium,3V,TAY,,73K,,Scheduled,scheduled,1756281600,,Lisbon Humberto Delgado Airport,LIS,LPPT,Lisbon,Portugal,Mohammed V (CMN),CMN,arrival,CMN,2025-08-26T13:57:28.278238,,,,,,
,AT216,,Royal Air Maroc,AT,RAM,,789,,Estimated dep 14:10,estimated,1756213800,1756213800.0,Mohammed V (CMN),CMN,,,,Doha Hamad International Airport,DOH,departure,CMN,2025-08-26T13:57:29.704202,8,1,,OTHH,Doha,Qatar
,AT770,RAM770T,Royal Air Maroc,AT,RAM,Boeing 737-8B6,B738,CN-ROL,Estimated dep 14:15,estimated,1756214100,1756214100.0,Mohammed V (CMN),CMN,,,,Paris Orly Airport,ORY,departure,CMN,2025-08-26T13:57:29.704272,,1,,LFPO,Paris,France
,AT535,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 14:20,estimated,1756214400,1756214400.0,Mohammed V (CMN),CMN,,,,Abidjan Port Bouet Airport,ABJ,departure,CMN,2025-08-26T13:57:29.704304,,1,,DIAP,Abidjan,Ivory Coast
,TB7221,JAF89X,TUI,X3,TUI,Boeing 737-8K5,B738,OO-JAX,Estimated dep 14:40,estimated,1756215000,1756215600.0,Mohammed V (CMN),CMN,,,,Lille Airport,LIL,departure,CMN,2025-08-26T13:57:29.704327,,2,,LFQQ,Lille,France
,3O385,MAC385L,SmartLynx,6Y,ART,Airbus A320-214,A320,9H-SLH,Estimated dep 14:50,estimated,1756215600,1756216200.0,Mohammed V (CMN),CMN,,,,Malaga Costa Del Sol Airport,AGP,departure,CMN,2025-08-26T13:57:29.704350,,2,,LEMG,Malaga,Spain
,EK752,UAE752,Emirates,EK,UAE,Airbus A380-861,A388,A6-EDU,Estimated dep 14:45,estimated,1756215900,1756215900.0,Mohammed V (CMN),CMN,,,,Dubai International Airport,DXB,departure,CMN,2025-08-26T13:57:29.704380,,2,,OMDB,Dubai,United Arab Emirates
,AT720,RAM720P,Royal Air Maroc,AT,RAM,Boeing 737-8B6,B738,CN-ROY,Estimated dep 15:11,estimated,1756216500,1756217460.0,Mohammed V (CMN),CMN,,,,Lyon Saint Exupery Airport,LYS,departure,CMN,2025-08-26T13:57:29.704403,,1,,LFLL,Lyon,France
,SV372,,Saudia,SV,SVA,Boeing 777-368(ER),B77W,HZ-AK27,Scheduled,scheduled,1756216500,,Mohammed V (CMN),CMN,,,,Jeddah King Abdulaziz International Airport,JED,departure,CMN,2025-08-26T13:57:29.704426,,2,,OEJN,Jeddah,Saudi Arabia
,AT483,,Royal Air Maroc,AT,RAM,,AT7,,Estimated dep 15:00,estimated,1756216800,1756216800.0,Mohammed V (CMN),CMN,,,,Agadir Al Massira Airport,AGA,departure,CMN,2025-08-26T13:57:29.704450,,1,,GMAD,Agadir,Morocco
,AT529,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 15:10,estimated,1756217400,1756217400.0,Mohammed V (CMN),CMN,,,,Conakry International Airport,CKY,departure,CMN,2025-08-26T13:57:29.704473,,1,,GUCY,Conakry,Guinea
,AT732,RAM732M,Royal Air Maroc,AT,RAM,Boeing 737-8B6,B738,CN-RGK,Estimated dep 15:31,estimated,1756217700,1756218660.0,Mohammed V (CMN),CMN,,,,Marseille Provence Airport,MRS,departure,CMN,2025-08-26T13:57:29.704508,,1,,LFML,Marseille,France
,AT714,RAM714T,Royal Air Maroc (Oneworld Livery),AT,RAM,Boeing 737-8B6,B738,CN-RGJ,Estimated dep 15:46,estimated,1756218600,1756219560.0,Mohammed V (CMN),CMN,,,,Nice Cote d'Azur Airport,NCE,departure,CMN,2025-08-26T13:57:29.704532,,1,,LFMN,Nice,France
,3O111,MAC111,Air Arabia,G9,ABY,Airbus A320-214,A320,CN-NML,Estimated dep 16:48,estimated,1756218900,1756223280.0,Mohammed V (CMN),CMN,,,,Brussels Airport,BRU,departure,CMN,2025-08-26T13:57:29.704557,,2,,EBBR,Brussels,Belgium
,AT796,RAM796L,Royal Air Maroc,AT,RAM,Boeing 737-8B6,B738,CN-RNZ,Estimated dep 15:40,estimated,1756219200,1756219200.0,Mohammed V (CMN),CMN,,,,Toulouse Blagnac Airport,TLS,departure,CMN,2025-08-26T13:57:29.704582,7,1,,LFBO,Toulouse,France
,AT934,RAM934,Royal Air Maroc,AT,RAM,Embraer E190AR,E190,CN-RGP,Estimated dep 15:45,estimated,1756219500,1756219500.0,Mohammed V (CMN),CMN,,,,Naples Airport,NAP,departure,CMN,2025-08-26T13:57:29.704603,5,1,,LIRN,Naples,Italy
,QR1395,QTR1395,Qatar Airways,QR,QTR,Airbus A350-941,A359,A7-ALJ,Estimated dep 16:00,estimated,1756219800,1756220400.0,Mohammed V (CMN),CMN,,,,Marrakesh Menara Airport,RAK,departure,CMN,2025-08-26T13:57:29.704626,,1,,GMMX,Marrakesh,Morocco
,AF1597,AFR41CE,Air France,AF,AFR,Airbus A320-214,A320,F-HEPB,Estimated dep 16:12,estimated,1756220100,1756221120.0,Mohammed V (CMN),CMN,,,,Paris Charles de Gaulle Airport,CDG,departure,CMN,2025-08-26T13:57:29.704646,33,2,A10,LFPG,Paris,France
,AT200,RAM200,Royal Air Maroc,AT,RAM,,B789,,Estimated dep 15:55,estimated,1756220100,1756220100.0,Mohammed V (CMN),CMN,,,,New York John F. Kennedy International Airport,JFK,departure,CMN,2025-08-26T13:57:29.704666,,1,,KJFK,New York,United States
,AT766,RAM766D,Royal Air Maroc,AT,RAM,Boeing 737 MAX 8,B38M,CN-MAX,Estimated dep 16:00,estimated,1756220400,1756220400.0,Mohammed V (CMN),CMN,,,,Paris Orly Airport,ORY,departure,CMN,2025-08-26T13:57:29.704688,,1,,LFPO,Paris,France
,AT218,RAM218,Royal Air Maroc,AT,RAM,,B788,,Estimated dep 16:05,estimated,1756220700,1756220700.0,Mohammed V (CMN),CMN,,,,Washington Dulles International Airport,IAD,departure,CMN,2025-08-26T13:57:29.704710,19,1,,KIAD,Washington,United States
,AT960,RAM960U,Royal Air Maroc,AT,RAM,Boeing 737-8B6,B738,CN-ROE,Estimated dep 16:05,estimated,1756220700,1756220700.0,Mohammed V (CMN),CMN,,,,Barcelona El Prat Airport,BCN,departure,CMN,2025-08-26T13:57:29.704731,11,1,,LEBL,Barcelona,Spain
,AT503,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 16:10,estimated,1756221000,1756221000.0,Mohammed V (CMN),CMN,,,,Dakar Blaise Diagne International Airport,DSS,departure,CMN,2025-08-26T13:57:29.704755,,1,,GOBD,Dakar,Senegal
,WT8735,SWT8735,Swiftair,WT,SWT,ATR 72-202(F),AT72,9H-BWW,Estimated dep 16:25,estimated,1756221300,1756221900.0,Mohammed V (CMN),CMN,,,,Madrid Barajas Airport,MAD,departure,CMN,2025-08-26T13:57:29.704775,,,,LEMD,Madrid,Spain
,AT982,RAM982,Royal Air Maroc,AT,RAM,Boeing 737-8B6,B738,CN-RGN,Estimated dep 16:36,estimated,1756221600,1756222560.0,Mohammed V (CMN),CMN,,,,Lisbon Humberto Delgado Airport,LIS,departure,CMN,2025-08-26T13:57:29.704800,,1,,LPPT,Lisbon,Portugal
,AT970,RAM970H,Royal Air Maroc,AT,RAM,Boeing 737-86N,B738,CN-RGH,Estimated dep 16:25,estimated,1756221900,1756221900.0,Mohammed V (CMN),CMN,,,,Madrid Barajas Airport,MAD,departure,CMN,2025-08-26T13:57:29.704821,01,1,,LEMD,Madrid,Spain
,AT968,RAM968C,Royal Air Maroc,AT,RAM,Embraer E190AR,E190,CN-RGR,Estimated dep 16:30,estimated,1756222200,1756222200.0,Mohammed V (CMN),CMN,,,,Valencia Airport,VLC,departure,CMN,2025-08-26T13:57:29.704842,9,1,,LEVC,Valencia,Spain
,AT1402,,Royal Air Maroc,AT,RAM,,AT7,,Estimated dep 16:40,estimated,1756222800,1756222800.0,Mohammed V (CMN),CMN,,,,Oujda Angads Airport,OUD,departure,CMN,2025-08-26T13:57:29.704869,,1,,GMFO,Oujda,Morocco
,3O437,MAC437,Air Arabia,G9,ABY,Airbus A320-214,A320,CN-NMQ,Estimated dep 16:50,estimated,1756222800,1756223400.0,Mohammed V (CMN),CMN,,,,Istanbul Sabiha Gokcen International Airport,SAW,departure,CMN,2025-08-26T13:57:29.704894,,2,,LTFJ,Istanbul,Turkey
,AT750,RAM750P,Royal Air Maroc,AT,RAM,Boeing 737-86N,B738,CN-RGG,Estimated dep 17:06,estimated,1756223400,1756224360.0,Mohammed V (CMN),CMN,,,,Paris Orly Airport,ORY,departure,CMN,2025-08-26T13:57:29.704914,,1,,LFPO,Paris,France
,TK618,THY3RU,Turkish Airlines,TK,THY,Boeing 777-3F2(ER),B77W,TC-JJG,Estimated dep 17:00,estimated,1756223400,1756224000.0,Mohammed V (CMN),CMN,,,,Istanbul Airport,IST,departure,CMN,2025-08-26T13:57:29.704941,,2,,LTFM,Istanbul,Turkey
,AT439,,Royal Air Maroc,AT,RAM,,AT7,,Estimated dep 17:00,estimated,1756224000,1756224000.0,Mohammed V (CMN),CMN,,,,Agadir Al Massira Airport,AGA,departure,CMN,2025-08-26T13:57:29.704973,,1,,GMAD,Agadir,Morocco
,WT154,,Swiftair,WT,SWT,,AT4,,Scheduled,scheduled,1756224000,,Mohammed V (CMN),CMN,,,,Madrid Barajas Airport,MAD,departure,CMN,2025-08-26T13:57:29.704999,,,,LEMD,Madrid,Spain
,AT413,,Royal Air Maroc,AT,RAM,,AT7,,Estimated dep 17:05,estimated,1756224300,1756224300.0,Mohammed V (CMN),CMN,,,,Marrakesh Menara Airport,RAK,departure,CMN,2025-08-26T13:57:29.705026,,1,,GMMX,Marrakesh,Morocco
,FM872,,Shanghai Airlines,FM,CSH,,789,,Scheduled,scheduled,1756224600,,Mohammed V (CMN),CMN,,,,Marseille Provence Airport,MRS,departure,CMN,2025-08-26T13:57:29.705050,,2,1-04,LFML,Marseille,France
,AT208,RAM208,Royal Air Maroc,AT,RAM,,B789,,Estimated dep 17:20,estimated,1756225200,1756225200.0,Mohammed V (CMN),CMN,,,,Montreal Pierre Elliott Trudeau Airport,YUL,departure,CMN,2025-08-26T13:57:29.705071,,1,,CYUL,Montreal,Canada
,3V4537,TAY2MN,ASL Airlines,5H,ABR,Boeing 737-86N(BCF),B738,OE-IXV,Estimated dep 17:45,estimated,1756226100,1756226700.0,Mohammed V (CMN),CMN,,,,Lisbon Humberto Delgado Airport,LIS,departure,CMN,2025-08-26T13:57:29.705097,,,,LPPT,Lisbon,Portugal
,QY939,BCS939,DHL,D0,DHK,Boeing 757-236(PCF),B752,OE-LNH,Estimated dep 17:55,estimated,1756226700,1756227300.0,Mohammed V (CMN),CMN,,,,Paris Charles de Gaulle Airport,CDG,departure,CMN,2025-08-26T13:57:29.705124,,,,LFPG,Paris,France
,TO3069,TVF50KP,Transavia,HV,TRA,Boeing 737-8GP,B738,F-HUYP,Estimated dep 18:10,estimated,1756227600,1756228200.0,Mohammed V (CMN),CMN,,,,Paris Orly Airport,ORY,departure,CMN,2025-08-26T13:57:29.705145,,2,,LFPO,Paris,France
,AT984,RAM984A,Royal Air Maroc,AT,RAM,Embraer E190AR,E190,CN-RGO,Estimated dep 18:21,estimated,1756227900,1756228860.0,Mohammed V (CMN),CMN,,,,Malaga Costa Del Sol Airport,AGP,departure,CMN,2025-08-26T13:57:29.705172,,1,,LEMG,Malaga,Spain
,AT1412,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 18:15,estimated,1756228500,1756228500.0,Mohammed V (CMN),CMN,,,,El Aaiun Hassan Airport,EUN,departure,CMN,2025-08-26T13:57:29.705197,,1,,GMML,El Aaiun,Morocco
,AF1197,AFR1197,Air France,AF,AFR,Airbus A321-111,A321,F-GMZD,Estimated dep 18:33,estimated,1756228800,1756229580.0,Mohammed V (CMN),CMN,,,,Paris Charles de Gaulle Airport,CDG,departure,CMN,2025-08-26T13:57:29.705224,30,2,,LFPG,Paris,France
,3O393,MAC393,SmartLynx,6Y,ART,Airbus A320-214,A320,9H-SLH,Estimated dep 18:55,estimated,1756230300,1756230900.0,Mohammed V (CMN),CMN,,,,Madrid Barajas Airport,MAD,departure,CMN,2025-08-26T13:57:29.705249,07,2,,LEMD,Madrid,Spain
,SV378,,Saudia (The Red Sea Stickers),SV,SVA,Boeing 787-10 Dreamliner,B78X,HZ-AR33,Scheduled,scheduled,1756231800,,Mohammed V (CMN),CMN,,,,Jeddah King Abdulaziz International Airport,JED,departure,CMN,2025-08-26T13:57:29.705273,,2,,OEJN,Jeddah,Saudi Arabia
,XY664,,flynas,XY,KNE,,330,,Scheduled,scheduled,1756235400,,Mohammed V (CMN),CMN,,,,Jeddah King Abdulaziz International Airport,JED,departure,CMN,2025-08-26T13:57:29.705293,,2,,OEJN,Jeddah,Saudi Arabia
,SV374,,Saudia,SV,SVA,Boeing 787-9 Dreamliner,B789,HZ-ARA,Scheduled,scheduled,1756236300,,Mohammed V (CMN),CMN,,,,Riyadh King Khalid International Airport,RUH,departure,CMN,2025-08-26T13:57:29.705318,,2,,OERK,Riyadh,Saudi Arabia
,QR1396,QTR91F,Qatar Airways,QR,QTR,Airbus A350-941,A359,A7-ALJ,Estimated dep 21:06,estimated,1756237800,1756238760.0,Mohammed V (CMN),CMN,,,,Doha Hamad International Airport,DOH,departure,CMN,2025-08-26T13:57:29.705342,5,1,,OTHH,Doha,Qatar
,3O451,,Air Arabia Maroc,3O,MAC,,320,,Scheduled,scheduled,1756238700,,Mohammed V (CMN),CMN,,,,Milan Bergamo Orio al Serio International Airport,BGY,departure,CMN,2025-08-26T13:57:29.705366,,2,,LIME,Milan,Italy
,L6115,,Mauritania Airlines,L6,MAI,,738,,Scheduled,scheduled,1756240200,,Mohammed V (CMN),CMN,,,,Nouakchott Oumtounsy International Airport,NKC,departure,CMN,2025-08-26T13:57:29.705387,,2,,GQNO,Nouakchott,Mauritania
,AT285,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 21:55,estimated,1756241700,1756241700.0,Mohammed V (CMN),CMN,,,,Douala International Airport,DLA,departure,CMN,2025-08-26T13:57:29.705411,,1,,FKKD,Douala,Cameroon
,AT265,,Royal Air Maroc,AT,RAM,,7M8,,Estimated dep 22:00,estimated,1756242000,1756242000.0,Mohammed V (CMN),CMN,,,,Kinshasa N'Djili Airport,FIH,departure,CMN,2025-08-26T13:57:29.705437,,1,,FZAA,Kinshasa,Democratic Republic Of The Congo
,AT523,,Royal Air Maroc,AT,RAM,,788,,Estimated dep 22:00,estimated,1756242000,1756242000.0,Mohammed V (CMN),CMN,,,,Bamako Senou International Airport,BKO,departure,CMN,2025-08-26T13:57:29.705460,,1,,GABS,Bamako,Mali
,AT220,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 22:15,estimated,1756242900,1756242900.0,Mohammed V (CMN),CMN,,,,Moscow Sheremetyevo International Airport,SVO,departure,CMN,2025-08-26T13:57:29.705483,,1,,UUEE,Moscow,Russia
,AT527,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 22:20,estimated,1756243200,1756243200.0,Mohammed V (CMN),CMN,,,,Conakry International Airport,CKY,departure,CMN,2025-08-26T13:57:29.705509,,1,,GUCY,Conakry,Guinea
,AT547,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 22:20,estimated,1756243200,1756243200.0,Mohammed V (CMN),CMN,,,,Niamey Diori Hamani International Airport,NIM,departure,CMN,2025-08-26T13:57:29.705530,,1,,DRRN,Niamey,Niger
,AT1420,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 22:25,estimated,1756243500,1756243500.0,Mohammed V (CMN),CMN,,,,Dakhla Airport,VIL,departure,CMN,2025-08-26T13:57:29.705553,,1,,GMMH,Dakhla,Morocco
,AT591,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 22:30,estimated,1756243800,1756243800.0,Mohammed V (CMN),CMN,,,,Praia Nelson Mandela International Airport,RAI,departure,CMN,2025-08-26T13:57:29.705576,,1,,GVNP,Praia,Cape Verde
,AT403,,Royal Air Maroc,AT,RAM,,AT7,,Estimated dep 22:35,estimated,1756244100,1756244100.0,Mohammed V (CMN),CMN,,,,Marrakesh Menara Airport,RAK,departure,CMN,2025-08-26T13:57:29.705599,,1,,GMMX,Marrakesh,Morocco
,AT545,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 22:35,estimated,1756244100,1756244100.0,Mohammed V (CMN),CMN,,,,Ouagadougou Airport,OUA,departure,CMN,2025-08-26T13:57:29.705625,,1,,DFFD,Ouagadougou,Burkina Faso
,AT501,,Royal Air Maroc,AT,RAM,,788,,Estimated dep 22:40,estimated,1756244400,1756244400.0,Mohammed V (CMN),CMN,,,,Dakar Blaise Diagne International Airport,DSS,departure,CMN,2025-08-26T13:57:29.705648,,1,,GOBD,Dakar,Senegal
,AT1400,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 22:50,estimated,1756245000,1756245000.0,Mohammed V (CMN),CMN,,,,Oujda Angads Airport,OUD,departure,CMN,2025-08-26T13:57:29.705672,,1,,GMFO,Oujda,Morocco
,AT440,,Royal Air Maroc,AT,RAM,,AT7,,Estimated dep 22:55,estimated,1756245300,1756245300.0,Mohammed V (CMN),CMN,,,,Fes Saiss Airport,FEZ,departure,CMN,2025-08-26T13:57:29.705698,,1,,GMFF,Fes,Morocco
,AT579,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 22:55,estimated,1756245300,1756245300.0,Mohammed V (CMN),CMN,,,,Banjul International Airport,BJL,departure,CMN,2025-08-26T13:57:29.705722,,1,,GBYD,Banjul,Gambia
,AT1446,,Royal Air Maroc,AT,RAM,,E90,,Estimated dep 23:00,estimated,1756245600,1756245600.0,Mohammed V (CMN),CMN,,,,Errachidia Moulay Ali Cherif Airport,ERH,departure,CMN,2025-08-26T13:57:29.705744,,1,,GMFK,Errachidia,Morocco
,AT431,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 23:15,estimated,1756246500,1756246500.0,Mohammed V (CMN),CMN,,,,Agadir Al Massira Airport,AGA,departure,CMN,2025-08-26T13:57:29.705764,,1,,GMAD,Agadir,Morocco
,AT1460,,Royal Air Maroc,AT,RAM,,AT7,,Estimated dep 23:20,estimated,1756246800,1756246800.0,Mohammed V (CMN),CMN,,,,Ouarzazate Airport,OZZ,departure,CMN,2025-08-26T13:57:29.705785,,1,,GMMZ,Ouarzazate,Morocco
,AT511,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 23:45,estimated,1756248300,1756248300.0,Mohammed V (CMN),CMN,,,,Nouakchott Oumtounsy International Airport,NKC,departure,CMN,2025-08-26T13:57:29.705817,,1,,GQNO,Nouakchott,Mauritania
,PC652,,Pegasus,PC,PGT,,321,,Estimated dep 00:05,estimated,1756249500,1756249500.0,Mohammed V (CMN),CMN,,,,Istanbul Sabiha Gokcen International Airport,SAW,departure,CMN,2025-08-26T13:57:29.705846,,2,,LTFJ,Istanbul,Turkey
,MS862,,Egyptair,MS,MSR,,738,,Scheduled,scheduled,1756251900,,Mohammed V (CMN),CMN,,,,Cairo International Airport,CAI,departure,CMN,2025-08-26T13:57:29.705870,,2,,HECA,Cairo,Egypt
,AT563,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 00:55,estimated,1756252500,1756252500.0,Mohammed V (CMN),CMN,,,,Monrovia Roberts International Airport,ROB,departure,CMN,2025-08-26T13:57:29.705896,,1,,GLRB,Monrovia,Liberia
,AT587,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 01:01,estimated,1756252860,1756252860.0,Mohammed V (CMN),CMN,,,,Abuja Nnamdi Azikiwe International Airport,ABV,departure,CMN,2025-08-26T13:57:29.705919,,1,,DNAA,Abuja,Nigeria
,AT272,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 01:10,estimated,1756253400,1756253400.0,Mohammed V (CMN),CMN,,,,Cairo International Airport,CAI,departure,CMN,2025-08-26T13:57:29.705942,,1,,HECA,Cairo,Egypt
,AT555,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 01:10,estimated,1756253400,1756253400.0,Mohammed V (CMN),CMN,,,,Lagos Murtala Mohammed Airport,LOS,departure,CMN,2025-08-26T13:57:29.705966,,1,,DNMM,Lagos,Nigeria
,AT533,,Royal Air Maroc,AT,RAM,,73H,,Estimated dep 01:20,estimated,1756254000,1756254000.0,Mohammed V (CMN),CMN,,,,Abidjan Port Bouet Airport,ABJ,departure,CMN,2025-08-26T13:57:29.705986,,1,,DIAP,Abidjan,Ivory Coast
,LH1331,,Lufthansa,LH,DLH,Airbus A321-271NX,A21N,D-AIEK,Scheduled,scheduled,1756254300,,Mohammed V (CMN),CMN,,,,Frankfurt Airport,FRA,departure,CMN,2025-08-26T13:57:29.706013,,2,,EDDF,Frankfurt,Germany
,AT515,,Royal Air Maroc,AT,RAM,,73H,,Scheduled,scheduled,1756254900,,Mohammed V (CMN),CMN,,,,Accra Kotoka International Airport,ACC,departure,CMN,2025-08-26T13:57:29.706039,,1,,DGAA,Accra,Ghana
,TK6053,,Turkish Airlines,TK,THY,,332,,Scheduled,scheduled,1756255500,,Mohammed V (CMN),CMN,,,,Istanbul Airport,IST,departure,CMN,2025-08-26T13:57:29.706067,,,,LTFM,Istanbul,Turkey
,TU706,,Tunisair,TU,TAR,,32A,,Scheduled,scheduled,1756256400,,Mohammed V (CMN),CMN,,,,Tunis Carthage International Airport,TUN,departure,CMN,2025-08-26T13:57:29.706091,,2,,DTTA,Tunis,Tunisia
,AT844,,Royal Air Maroc,AT,RAM,,7M8,,Estimated dep 02:20,estimated,1756257600,1756257600.0,Mohammed V (CMN),CMN,,,,Brussels Airport,BRU,departure,CMN,2025-08-26T13:57:29.706111,,1,,EBBR,Brussels,Belgium
,AT702,,Royal Air Maroc,AT,RAM,,E90,,Estimated dep 02:50,estimated,1756259400,1756259400.0,Mohammed V (CMN),CMN,,,,Paris Charles de Gaulle Airport,CDG,departure,CMN,2025-08-26T13:57:29.706134,,1,,LFPG,Paris,France
,AT958,RAM958S,Royal Air Maroc,AT,RAM,Boeing 737-8SH,B738,CN-RGW,Estimated dep 03:16,estimated,1756260000,1756260960.0,Mohammed V (CMN),CMN,,,,Bologna Guglielmo Marconi Airport,BLQ,departure,CMN,2025-08-26T13:57:29.706164,,1,,LIPE,Bologna,Italy
,AT776,,Royal Air Maroc,AT,RAM,,7M8,,Estimated dep 03:10,estimated,1756260600,1756260600.0,Mohammed V (CMN),CMN,,,,Paris Orly Airport,ORY,departure,CMN,2025-08-26T13:57:29.706189,,1,,LFPO,Paris,France
,AT202,RAM202,Royal Air Maroc,AT,RAM,,B788,,Estimated dep 06:40,estimated,1756272600,1756273200.0,Mohammed V (CMN),CMN,,,,New York John F. Kennedy International Airport,JFK,departure,CMN,2025-08-26T13:57:29.706216,,1,,KJFK,New York,United States
,3O471,,Air Arabia Maroc,3O,MAC,,320,,Scheduled,scheduled,1756274100,,Mohammed V (CMN),CMN,,,,Venice Marco Polo Airport,VCE,departure,CMN,2025-08-26T13:57:29.706240,,2,,LIPZ,Venice,Italy
,3O373,,Air Arabia Maroc,3O,MAC,,320,,Scheduled,scheduled,1756274400,,Mohammed V (CMN),CMN,,,,Barcelona El Prat Airport,BCN,departure,CMN,2025-08-26T13:57:29.706262,,2,,LEBL,Barcelona,Spain
,3O265,,Air Arabia Maroc,3O,MAC,,320,,Scheduled,scheduled,1756274400,,Mohammed V (CMN),CMN,,,,Basel Mulhouse-Freiburg EuroAirport,BSL,departure,CMN,2025-08-26T13:57:29.706282,,2,,LFSB,Basel,France
,3O463,,Air Arabia Maroc,3O,MAC,,320,,Scheduled,scheduled,1756275000,,Mohammed V (CMN),CMN,,,,Bologna Guglielmo Marconi Airport,BLQ,departure,CMN,2025-08-26T13:57:29.706302,,2,,LIPE,Bologna,Italy
,TB7501,,TUI Airlines Belgium,TB,JAF,,73H,,Scheduled,scheduled,1756275600,,Mohammed V (CMN),CMN,,,,Paris Orly Airport,ORY,departure,CMN,2025-08-26T13:57:29.706325,,2,,LFPO,Paris,France
,AF1497,,Air France,AF,AFR,,320,,Scheduled,scheduled,1756276200,,Mohammed V (CMN),CMN,,,,Paris Charles de Gaulle Airport,CDG,departure,CMN,2025-08-26T13:57:29.706346,32,2,,LFPG,Paris,France
